Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,tenure_display,Postal District,Market Segment,Floor Level,postal_sector,price_psf,comparison_key
THE RESERVE RESIDENCES,"4,130,000","1,625.36","2,541",Jul-24,JALAN ANAK BUKIT,New Sale,Strata,151.0,"27,351",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20,21,2541,Private-Apartment-99 yrs lease commencing from 2021
PANDAN VALLEY,"2,250,000","1,334.74","1,686",Jul-24,PANDAN VALLEY,Resale,Strata,124.0,"18,145",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10,21,1686,Private-Condominium-Freehold
THE ARCADY AT BOON KENG,"1,737,000",667.37,"2,603",Jul-24,SAINT BARNABAS LANE,New Sale,Strata,62.0,"28,016",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10,12,2603,Private-Apartment-Freehold
UE SQUARE,"2,260,000","1,054.87","2,142",Jul-24,RIVER VALLEY ROAD,Resale,Strata,98.0,"23,061",-,Apartment,1,929 yrs lease commencing from 1953,9,Core Central Region,11 to 15,9,2142,Private-Apartment-929 yrs lease commencing from 1953
STIRLING RESIDENCES,"1,850,888",764.24,"2,422",Jul-24,STIRLING ROAD,Resale,Strata,71.0,"26,069",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,26 to 30,3,2422,Private-Apartment-99 yrs lease commencing from 2017
HILLOCK GREEN,"2,524,000","1,184.04","2,132",Jul-24,LENTOR CENTRAL,New Sale,Strata,110.0,"22,945",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10,26,2132,Private-Apartment-99 yrs lease commencing from 2022
THE LAKESHORE,"1,610,000","1,108.69","1,452",Jul-24,JURONG WEST STREET 41,Resale,Strata,103.0,"15,631",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,01 to 05,22,1452,Private-Condominium-99 yrs lease commencing from 2002
REFLECTIONS AT KEPPEL BAY,"1,800,000","1,054.87","1,706",Jul-24,KEPPEL BAY VIEW,Resale,Strata,98.0,"18,367",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05,4,1706,Private-Condominium-99 yrs lease commencing from 2006
PINETREE HILL,"2,898,000","1,216.33","2,383",Jul-24,PINE GROVE,New Sale,Strata,113.0,"25,646",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10,21,2383,Private-Condominium-99 yrs lease commencing from 2022
LENTORIA,"1,560,000",699.66,"2,230",Jul-24,LENTOR HILLS ROAD,New Sale,Strata,65.0,"24,000",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05,26,2230,Private-Condominium-99 yrs lease commencing from 2022
RIVER ISLES,"1,035,888",753.48,"1,375",Jul-24,EDGEDALE PLAINS,Resale,Strata,70.0,"14,798",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05,19,1375,Private-Condominium-99 yrs lease commencing from 2012
THE CONTINUUM,"1,906,000",667.37,"2,856",Jul-24,THIAM SIEW AVENUE,New Sale,Strata,62.0,"30,742",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,15,2856,Private-Apartment-Freehold
ECO SANCTUARY,"1,230,000",731.95,"1,680",Jul-24,CHESTNUT AVENUE,Resale,Strata,68.0,"18,088",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,21 to 25,23,1680,Private-Condominium-99 yrs lease commencing from 2012
HILLHAVEN,"1,505,745",721.19,"2,088",Jul-24,HILLVIEW RISE,New Sale,Strata,67.0,"22,474",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,11 to 15,23,2088,Private-Condominium-99 yrs lease commencing from 2023
SORA,"1,467,000",667.37,"2,198",Jul-24,YUAN CHING ROAD,New Sale,Strata,62.0,"23,661",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,06 to 10,22,2198,Private-Apartment-99 yrs lease commencing from 2023
RIVERSOUND RESIDENCE,"1,458,000","1,065.64","1,368",Jul-24,SENGKANG EAST AVENUE,Resale,Strata,99.0,"14,727",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,19,1368,Private-Condominium-99 yrs lease commencing from 2011
TEMBUSU GRAND,"3,369,000","1,431.61","2,353",Jul-24,JALAN TEMBUSU,New Sale,Strata,133.0,"25,331",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,15,2353,Private-Condominium-99 yrs lease commencing from 2022
WHISTLER GRAND,"1,880,000",990.29,"1,898",Jul-24,WEST COAST VALE,Resale,Strata,92.0,"20,435",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,21 to 25,5,1898,Private-Apartment-99 yrs lease commencing from 2018
RIPPLE BAY,"1,868,000","1,270.15","1,471",Jul-24,PASIR RIS LINK,Resale,Strata,118.0,"15,831",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05,18,1471,Private-Condominium-99 yrs lease commencing from 2011
CLAREMONT,"2,260,000",958,"2,359",Jul-24,KILLINEY ROAD,Resale,Strata,89.0,"25,393",-,Apartment,1,Freehold,9,Core Central Region,06 to 10,9,2359,Private-Apartment-Freehold
SPOTTISWOODE 18,"918,000",387.5,"2,369",Jul-24,SPOTTISWOODE PARK ROAD,Resale,Strata,36.0,"25,500",-,Apartment,1,Freehold,2,Rest of Central Region,16 to 20,2,2369,Private-Apartment-Freehold
PALM GROVE CONDOMINIUM,"2,228,000","1,496.2","1,489",Jul-24,PALM GROVE AVENUE,Resale,Strata,139.0,"16,029",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05,19,1489,Private-Condominium-999 yrs lease commencing from 1878
GUILIN VIEW,"1,030,000",861.12,"1,196",Jul-24,BUKIT BATOK STREET 52,Resale,Strata,80.0,"12,875",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,21 to 25,23,1196,Private-Condominium-99 yrs lease commencing from 1996
VACANZA @ EAST,"735,000",484.38,"1,517",Jul-24,LENGKONG TUJOH,Resale,Strata,45.0,"16,333",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15,14,1517,Private-Condominium-Freehold
KINGSFORD WATERBAY,"1,110,000",850.36,"1,305",Jul-24,UPPER SERANGOON VIEW,Resale,Strata,79.0,"14,051",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05,19,1305,Private-Apartment-99 yrs lease commencing from 2014
THE ESTUARY,"1,558,888","1,302.44","1,197",Jul-24,YISHUN AVENUE 1,Resale,Strata,121.0,"12,883",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,01 to 05,27,1197,Private-Condominium-99 yrs lease commencing from 2008
TIARA,"3,300,000","1,506.96","2,190",Jul-24,KIM SENG WALK,Resale,Strata,140.0,"23,571",-,Condominium,1,Freehold,9,Core Central Region,26 to 30,9,2190,Private-Condominium-Freehold
MARTIN PLACE RESIDENCES,"1,408,000",592.02,"2,378",Jul-24,MARTIN PLACE,Resale,Strata,55.0,"25,600",-,Condominium,1,Freehold,9,Core Central Region,21 to 25,9,2378,Private-Condominium-Freehold
VILLA MARINA,"2,300,000","1,915.99","1,200",Jul-24,JALAN SEMPADAN,Resale,Strata,178.0,"12,921",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05,15,1200,Private-Condominium-99 yrs lease commencing from 1995
REGENT HEIGHTS,"1,080,000","1,022.58","1,056",Jul-24,BUKIT BATOK EAST AVENUE 5,Resale,Strata,95.0,"11,368",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,16 to 20,23,1056,Private-Condominium-99 yrs lease commencing from 1995
CUSCADEN RESERVE,"2,667,600",936.47,"2,849",Jul-24,CUSCADEN ROAD,Resale,Strata,87.0,"30,662",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,11 to 15,10,2849,Private-Condominium-99 yrs lease commencing from 2018
TREASURE AT TAMPINES,"1,780,000","1,087.16","1,637",Jul-24,TAMPINES LANE,Resale,Strata,101.0,"17,624",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,18,1637,Private-Condominium-99 yrs lease commencing from 2018
PARC VISTA,"1,375,000","1,280.92","1,073",Jul-24,CORPORATION ROAD,Resale,Strata,119.0,"11,555",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05,22,1073,Private-Condominium-99 yrs lease commencing from 1995
TERRENE AT BUKIT TIMAH,"1,920,000",990.29,"1,939",Jul-24,JALAN JURONG KECHIL,Resale,Strata,92.0,"20,870",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05,21,1939,Private-Condominium-999 yrs lease commencing from 1885
THE MAYFAIR,"1,405,000","1,194.8","1,176",Jul-24,JURONG EAST STREET 32,Resale,Strata,111.0,"12,658",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,11 to 15,22,1176,Private-Condominium-99 yrs lease commencing from 1996
REGENT GROVE,"1,100,000","1,173.28",938,Jul-24,CHOA CHU KANG NORTH 7,Resale,Strata,109.0,"10,092",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15,23,938,Private-Condominium-99 yrs lease commencing from 1997
WILKIE 80,"736,200",409.03,"1,800",Jul-24,WILKIE ROAD,Resale,Strata,38.0,"19,374",-,Apartment,1,Freehold,9,Core Central Region,01 to 05,9,1800,Private-Apartment-Freehold
ASTOR GREEN,"1,480,000","1,065.64","1,389",Jul-24,PINE GROVE,Resale,Strata,99.0,"14,949",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,06 to 10,21,1389,Private-Condominium-99 yrs lease commencing from 1991
RIVERSAILS,"1,600,000","1,108.69","1,443",Jul-24,UPPER SERANGOON CRESCENT,Resale,Strata,103.0,"15,534",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15,19,1443,Private-Condominium-99 yrs lease commencing from 2011
THE LUXURIE,"1,650,000","1,054.87","1,564",Jul-24,COMPASSVALE ROAD,Resale,Strata,98.0,"16,837",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15,19,1564,Private-Condominium-99 yrs lease commencing from 2011
THE FLORENCE RESIDENCES,"1,088,880",635.08,"1,715",Jul-24,HOUGANG AVENUE 2,Sub Sale,Strata,59.0,"18,456",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,19,1715,Private-Apartment-99 yrs lease commencing from 2018
MIRAGE TOWER,"1,315,000",570.49,"2,305",Jul-24,KIM SENG ROAD,Resale,Strata,53.0,"24,811",-,Condominium,1,Freehold,9,Core Central Region,21 to 25,9,2305,Private-Condominium-Freehold
DOUBLE BAY RESIDENCES,"1,900,000","1,367.03","1,390",Jul-24,SIMEI STREET 4,Resale,Strata,127.0,"14,961",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10,18,1390,Private-Condominium-99 yrs lease commencing from 2008
THE CONTINUUM,"1,878,000",667.37,"2,814",Jul-24,THIAM SIEW AVENUE,New Sale,Strata,62.0,"30,290",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,15,2814,Private-Apartment-Freehold
THOMSON HILLS ESTATE,"2,320,000","1,636.13","1,418",Jul-24,THOMSON HILLS DRIVE,Resale,Strata,152.0,"15,263",-,Apartment,1,Freehold,20,Outside Central Region,01 to 05,20,1418,Private-Apartment-Freehold
THE SIXTH AVENUE RESIDENCES,"2,250,000",968.76,"2,323",Jul-24,SIXTH AVENUE,Resale,Strata,90.0,"25,000",-,Condominium,1,Freehold,10,Core Central Region,01 to 05,10,2323,Private-Condominium-Freehold
ONE EIGHTIES RESIDENCES,"1,145,000",645.84,"1,773",Jul-24,JOO CHIAT TERRACE,Resale,Strata,60.0,"19,083",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,15,1773,Private-Apartment-Freehold
HILLOCK GREEN,"2,800,000","1,313.21","2,132",Jul-24,LENTOR CENTRAL,New Sale,Strata,122.0,"22,951",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20,26,2132,Private-Apartment-99 yrs lease commencing from 2022
HILLOCK GREEN,"2,124,000","1,022.58","2,077",Jul-24,LENTOR CENTRAL,New Sale,Strata,95.0,"22,358",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05,26,2077,Private-Apartment-99 yrs lease commencing from 2022
SCENECA RESIDENCE,"2,500,000","1,367.03","1,829",Jul-24,TANAH MERAH KECHIL LINK,New Sale,Strata,127.0,"19,685",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,11 to 15,16,1829,Private-Apartment-99 yrs lease commencing from 2021
LENTORIA,"1,760,000",699.66,"2,516",Jul-24,LENTOR HILLS ROAD,New Sale,Strata,65.0,"27,077",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05,26,2516,Private-Condominium-99 yrs lease commencing from 2022
TREASURE AT TAMPINES,"1,715,000","1,011.82","1,695",Jul-24,TAMPINES LANE,Resale,Strata,94.0,"18,245",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05,18,1695,Private-Condominium-99 yrs lease commencing from 2018
SPRING GROVE,"3,240,000","1,786.82","1,813",Jul-24,GRANGE ROAD,Resale,Strata,166.0,"19,518",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,06 to 10,10,1813,Private-Condominium-99 yrs lease commencing from 1991
LENTOR MANSION,"2,268,000","1,022.58","2,218",Jul-24,LENTOR GARDENS,New Sale,Strata,95.0,"23,874",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05,26,2218,Private-Apartment-99 yrs lease commencing from 2023
TREASURE AT TAMPINES,"1,730,000","1,033.34","1,674",Jul-24,TAMPINES LANE,Resale,Strata,96.0,"18,021",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,18,1674,Private-Condominium-99 yrs lease commencing from 2018
BEVERLY HILL,"9,150,000","3,778.16","2,422",Jul-24,GRANGE ROAD,Resale,Strata,351.0,"26,068",-,Condominium,1,Freehold,10,Core Central Region,01 to 05,10,2422,Private-Condominium-Freehold
BARTLEY VUE,"2,136,000","1,044.11","2,046",Jul-24,JALAN BUNGA RAMPAI,New Sale,Strata,97.0,"22,021",-,Apartment,1,99 yrs lease commencing from 2020,19,Rest of Central Region,01 to 05,19,2046,Private-Apartment-99 yrs lease commencing from 2020
TEMBUSU GRAND,"1,368,000",527.44,"2,594",Jul-24,JALAN TEMBUSU,New Sale,Strata,49.0,"27,918",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,15,2594,Private-Condominium-99 yrs lease commencing from 2022
# 1 SUITES,"710,000",581.26,"1,221",Jul-24,LORONG 20 GEYLANG,Resale,Strata,54.0,"13,148",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10,14,1221,Private-Apartment-Freehold
CARDIFF RESIDENCE,"699,000",419.8,"1,665",Jul-24,CARDIFF GROVE,Resale,Strata,39.0,"17,923",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,19,1665,Private-Condominium-99 yrs lease commencing from 2011
WATER PLACE,"2,050,000","1,216.33","1,685",Jul-24,TANJONG RHU ROAD,Resale,Strata,113.0,"18,142",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,01 to 05,15,1685,Private-Condominium-99 yrs lease commencing from 1998
HUME PARK II,"1,718,888",968.76,"1,774",Jul-24,HUME AVENUE,Resale,Strata,90.0,"19,099",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10,21,1774,Private-Condominium-Freehold
JOOL SUITES,"715,000",409.03,"1,748",Jul-24,SING JOO WALK,Resale,Strata,38.0,"18,816",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,8,1748,Private-Apartment-Freehold
SOLEIL @ SINARAN,"1,088,000",581.26,"1,872",Jul-24,SINARAN DRIVE,Resale,Strata,54.0,"20,148",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,06 to 10,11,1872,Private-Condominium-99 yrs lease commencing from 2006
BEDOK RESIDENCES,"1,600,000",882.65,"1,813",Jul-24,BEDOK NORTH DRIVE,Resale,Strata,82.0,"19,512",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15,16,1813,Private-Apartment-99 yrs lease commencing from 2011
THE DAIRY FARM,"3,400,000","2,206.62","1,541",Jul-24,DAIRY FARM ROAD,Resale,Strata,205.0,"16,585",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05,23,1541,Private-Condominium-Freehold
THOMSON GRAND,"3,038,000","2,066.69","1,470",Jul-24,SIN MING WALK,Resale,Strata,192.0,"15,823",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,01 to 05,20,1470,Private-Condominium-99 yrs lease commencing from 2010
BLUE HORIZON,"1,590,000","1,151.75","1,381",Jul-24,WEST COAST CRESCENT,Resale,Strata,107.0,"14,860",-,Condominium,1,99 yrs lease commencing from 2000,5,Outside Central Region,11 to 15,5,1381,Private-Condominium-99 yrs lease commencing from 2000
CONCOURSE SKYLINE,"1,800,000",861.12,"2,090",Jul-24,BEACH ROAD,Resale,Strata,80.0,"22,500",-,Apartment,1,99 yrs lease commencing from 2008,7,Core Central Region,21 to 25,7,2090,Private-Apartment-99 yrs lease commencing from 2008
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"2,343,600","1,259.39","1,861",Jul-24,OCEAN WAY,Resale,Strata,117.0,"20,031",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05,4,1861,Private-Condominium-99 yrs lease commencing from 2006
EAST MEADOWS,"1,575,000","1,216.33","1,295",Jul-24,TANAH MERAH KECHIL ROAD,Resale,Strata,113.0,"13,938",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05,16,1295,Private-Condominium-99 yrs lease commencing from 1998
MY MANHATTAN,"813,000",505.91,"1,607",Jul-24,SIMEI STREET 3,Resale,Strata,47.0,"17,298",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10,18,1607,Private-Condominium-99 yrs lease commencing from 2010
SILVERSEA,"2,080,000",979.52,"2,123",Jul-24,MARINE PARADE ROAD,Resale,Strata,91.0,"22,857",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05,15,2123,Private-Condominium-99 yrs lease commencing from 2007
RIVER ISLES,"1,270,000",893.41,"1,422",Jul-24,EDGEDALE PLAINS,Resale,Strata,83.0,"15,301",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10,19,1422,Private-Condominium-99 yrs lease commencing from 2012
VUE 8 RESIDENCE,"1,260,000","1,076.4","1,171",Jul-24,PASIR RIS HEIGHTS,Resale,Strata,100.0,"12,600",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,18,1171,Private-Condominium-99 yrs lease commencing from 2012
AQUARINE GARDENS,"1,220,000",731.95,"1,667",Jul-24,UPPER EAST COAST ROAD,Resale,Strata,68.0,"17,941",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,15,1667,Private-Apartment-Freehold
BOTANIQUE AT BARTLEY,"915,000",495.14,"1,848",Jul-24,UPPER PAYA LEBAR ROAD,Resale,Strata,46.0,"19,891",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10,19,1848,Private-Condominium-99 yrs lease commencing from 2014
SUITES @ PAYA LEBAR,"1,200,000","1,237.86",969,Jul-24,UPPER PAYA LEBAR ROAD,Resale,Strata,115.0,"10,435",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,19,969,Private-Apartment-Freehold
TREASURE AT TAMPINES,"1,590,000",914.94,"1,738",Jul-24,TAMPINES LANE,Resale,Strata,85.0,"18,706",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,18,1738,Private-Condominium-99 yrs lease commencing from 2018
NORMANTON PARK,"1,386,000",656.6,"2,111",Jul-24,NORMANTON PARK,Sub Sale,Strata,61.0,"22,721",-,Apartment,1,99 yrs lease commencing from 2019,5,Rest of Central Region,01 to 05,5,2111,Private-Apartment-99 yrs lease commencing from 2019
FLO RESIDENCE,"1,038,000",764.24,"1,358",Jul-24,PUNGGOL FIELD WALK,Resale,Strata,71.0,"14,620",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,19,1358,Private-Condominium-99 yrs lease commencing from 2011
MONTEBLEU,"1,620,000",807.3,"2,007",Jul-24,MINBU ROAD,Resale,Strata,75.0,"21,600",-,Condominium,1,Freehold,11,Core Central Region,26 to 30,11,2007,Private-Condominium-Freehold
PRINCIPAL GARDEN,"2,650,000","1,076.4","2,462",Jul-24,PRINCE CHARLES CRESCENT,Resale,Strata,100.0,"26,500",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,06 to 10,3,2462,Private-Condominium-99 yrs lease commencing from 2014
BRADDELL VIEW,"1,830,000","1,797.59","1,018",Jul-24,BRADDELL HILL,Resale,Strata,167.0,"10,958",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,01 to 05,20,1018,Private-Apartment-102 yrs lease commencing from 1978
EUPHONY GARDENS,"880,000",958,919,Jul-24,JALAN MATA AYER,Resale,Strata,89.0,"9,888",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05,27,919,Private-Condominium-99 yrs lease commencing from 1998
REGENT HEIGHTS,"1,315,000","1,216.33","1,081",Jul-24,BUKIT BATOK EAST AVENUE 5,Resale,Strata,113.0,"11,637",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,26 to 30,23,1081,Private-Condominium-99 yrs lease commencing from 1995
RIO VISTA,"2,420,000","2,378.84","1,017",Jul-24,UPPER SERANGOON VIEW,Resale,Strata,221.0,"10,950",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15,19,1017,Private-Condominium-99 yrs lease commencing from 2001
FORETT@BUKIT TIMAH,"2,360,000",979.52,"2,409",Jul-24,TOH TUCK ROAD,Sub Sale,Strata,91.0,"25,934",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05,21,2409,Private-Apartment-Freehold
