Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MIMOSA TERRACE,"2,738,000","1,614.6","1,696",Jun-21,MIMOSA VIEW,Resale,Land,150,"18,253",-,Terrace House,1,Freehold,28,Outside Central Region,-
SENNETT ESTATE,"2,300,000","1,623.21","1,417",Jun-21,MULBERRY AVENUE,Resale,Land,150.8,"15,252",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,850,000","2,092.52","1,362",Jun-21,JALAN LEPAS,Resale,Land,194.4,"14,660",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,570,000","4,332.51","1,516",Jun-21,JALAN RAYA,Resale,Land,402.5,"16,323",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
OPERA ESTATE,"7,260,000","5,999.85","1,210",Jun-21,CARMEN STREET,Resale,Land,557.4,"13,025",-,Detached House,1,Freehold,15,Outside Central Region,-
MIMOSA TERRACE,"3,280,000","3,060.21","1,072",Jun-21,MIMOSA DRIVE,Resale,Land,284.3,"11,537",-,Terrace House,1,Freehold,28,Outside Central Region,-
WESTVILLE,"1,400,000","1,720.09",814,Jun-21,WESTWOOD TERRACE,Resale,Land,159.8,"8,761",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,858,888","1,965.51","2,472",Jun-21,KING'S ROAD,Resale,Land,182.6,"26,609",-,Terrace House,1,Freehold,10,Core Central Region,-
SENNETT ESTATE,"3,220,000","2,167.87","1,485",Jun-21,MACPHERSON ROAD,Resale,Land,201.4,"15,988",-,Terrace House,1,Freehold,13,Rest of Central Region,-
ONE TREE HILL COLLECTION,"9,180,000","2,938.57","3,124",Jun-21,ONE TREE HILL,New Sale,Land,273,"33,626",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
TEACHERS' HOUSING ESTATE,"2,450,000","1,801.89","1,360",Jun-21,TU FU AVENUE,Resale,Land,167.4,"14,636",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
GARDEN VIEW ESTATE,"6,500,000","6,190.38","1,050",Jun-21,CONWAY CIRCLE,Resale,Land,575.1,"11,302",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"1,850,000","1,277.69","1,448",Jun-21,HOW SUN ROAD,Resale,Land,118.7,"15,586",-,Terrace House,1,Freehold,19,Outside Central Region,-
PASIR RIS BEACH PARK,"1,700,000","2,572.6",661,Jun-21,PASIR RIS HEIGHTS,Resale,Land,239,"7,113",-,Terrace House,1,99 yrs lease commencing from 1978,18,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","3,529.52","2,125",Jun-21,JALAN LIM TAI SEE,Resale,Land,327.9,"22,873",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HONG HENG TERRACE,"2,480,000","1,613.52","1,537",Jun-21,THONG BEE ROAD,Resale,Land,149.9,"16,544",-,Terrace House,1,Freehold,26,Outside Central Region,-
LAKESIDE GROVE,"2,000,000","2,295.96",871,Jun-21,CORPORATION RISE,Resale,Land,213.3,"9,376",-,Semi-Detached House,1,99 yrs lease commencing from 1996,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,800,000","1,813.73","2,095",Jun-21,CARPMAEL ROAD,Resale,Land,168.5,"22,552",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,185,000","2,023.63","1,574",Jun-21,JALAN ISHAK,Resale,Land,188,"16,941",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,750,000","3,570.42","1,050",Jun-21,POH HUAT ROAD,Resale,Land,331.7,"11,305",-,Terrace House,1,999 yrs lease commencing from 1884,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,830,000","3,362.67","1,139",Jun-21,JALAN KATHI,Resale,Land,312.4,"12,260",-,Terrace House,1,Freehold,16,Outside Central Region,-
MERA GARDENS,"4,000,000","5,954.64",672,Jun-21,ALMOND STREET,Resale,Land,553.2,"7,231",-,Detached House,1,99 yrs lease commencing from 1994,23,Outside Central Region,-
TIVOLI GARDENS,"1,900,000","2,165.72",877,Jun-21,TAI KENG PLACE,Resale,Land,201.2,"9,443",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,128,000","1,785.75","1,752",Jun-21,LORONG LEW LIAN,Resale,Land,165.9,"18,855",-,Terrace House,1,Freehold,19,Outside Central Region,-
FUDU PARK,"2,960,000","2,298.11","1,288",Jun-21,LENTOR TERRACE,Resale,Land,213.5,"13,864",-,Terrace House,1,Freehold,26,Outside Central Region,-
HOCK SWEE HILL,"3,750,000","3,837.37",977,Jun-21,BEGONIA CRESCENT,Resale,Land,356.5,"10,519",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BURGUNDY HILL,"2,200,000","2,322.87",947,Jun-21,BURGUNDY RISE,Resale,Land,215.8,"10,195",-,Semi-Detached House,1,99 yrs lease commencing from 1995,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,150,000","2,114.05","1,963",Jun-21,PRIMROSE AVENUE,Resale,Land,196.4,"21,130",-,Terrace House,1,Freehold,16,Outside Central Region,-
KEW VALE,"2,530,000","2,791.11",906,Jun-21,LIMAU GARDEN,Resale,Land,259.3,"9,757",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
SELETAR HILLS ESTATE,"4,400,000","4,343.27","1,013",Jun-21,SELETAR HILLS DRIVE,Resale,Land,403.5,"10,905",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
CHUAN GREEN,"2,830,000","2,314.26","1,223",Jun-21,CHUAN PLACE,Resale,Land,215,"13,163",-,Semi-Detached House,1,99 yrs lease commencing from 1997,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,880,000","3,024.68","1,283",Jun-21,MARIAM CLOSE,Resale,Land,281,"13,808",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,800,000","2,755.58","1,742",Jun-21,TAVISTOCK AVENUE,Resale,Land,256,"18,750",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
PICARDY GARDENS,"2,880,000","2,309.95","1,247",Jun-21,JALAN PARI BURONG,Resale,Land,214.6,"13,420",-,Terrace House,1,Freehold,16,Outside Central Region,-
THE RIVERINA,"1,900,000","1,614.6","1,177",Jun-21,RIVERINA VIEW,Resale,Land,150,"12,667",-,Terrace House,1,99 yrs lease commencing from 1996,18,Outside Central Region,-
MICHAELS' RESIDENCES,"3,052,000","2,234.61","1,366",Jun-21,ALMOND STREET,Resale,Land,207.6,"14,701",-,Semi-Detached House,1,99 yrs lease commencing from 2012,23,Outside Central Region,-
THE SPRINGSIDE,"3,850,000","2,008.56","1,917",Jun-21,SPRINGSIDE VIEW,Resale,Land,186.6,"20,632",-,Terrace House,1,Freehold,26,Outside Central Region,-
CAMELIA PARK,"2,950,000","2,506.94","1,177",May-21,TAMARIND ROAD,Resale,Land,232.9,"12,666",-,Terrace House,1,Freehold,28,Outside Central Region,-
HEETON CLASSIC,"2,800,000","1,895.54","1,477",May-21,THONG SOON GREEN,Resale,Land,176.1,"15,900",-,Terrace House,1,Freehold,26,Outside Central Region,-
WATTEN ESTATE,"4,880,000","1,664.11","2,932",May-21,SHELFORD ROAD,Resale,Land,154.6,"31,565",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"11,400,000","4,424.54","2,577",May-21,MERRYN ROAD,New Sale,Land,411.05,"27,734",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"2,358,000","2,552.14",924,May-21,SUNBIRD CIRCLE,Resale,Land,237.1,"9,945",-,Semi-Detached House,1,99 yrs lease commencing from 1992,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,380,000","2,462.8","1,372",May-21,EE TEOW LENG ROAD,Resale,Land,228.8,"14,773",-,Terrace House,1,Freehold,19,Outside Central Region,-
VILLA VERDE,"1,650,000","1,615.68","1,021",May-21,VERDE VIEW,Resale,Land,150.1,"10,993",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
PAVILION PARK,"3,165,000","1,614.6","1,960",May-21,PAVILION PLACE,Resale,Land,150,"21,100",-,Terrace House,1,Freehold,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,380,000","1,774.98","1,904",May-21,SERAYA ROAD,Resale,Land,164.9,"20,497",-,Terrace House,1,Freehold,15,Rest of Central Region,-
MACPHERSON GARDEN ESTATE,"1,750,000",895.56,"1,954",May-21,JALAN KEMAJUAN,Resale,Land,83.2,"21,034",-,Terrace House,1,Freehold,13,Rest of Central Region,-
OPERA ESTATE,"3,600,000","1,456.37","2,472",May-21,FIGARO STREET,Resale,Land,135.3,"26,608",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"595,000","2,706.07",220,May-21,JALAN ASAS,Resale,Land,251.4,"2,367",-,Semi-Detached House,1,99 yrs lease commencing from 1947,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,660,000","3,300.24","1,109",May-21,HIGHLAND ROAD,Resale,Land,306.6,"11,937",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,050,000","3,640.38","1,387",May-21,SENNETT CLOSE,Resale,Land,338.2,"14,932",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
OPERA ESTATE,"2,842,500","1,768.53","1,607",May-21,TERANG BULAN AVENUE,Resale,Land,164.3,"17,301",-,Terrace House,1,Freehold,15,Outside Central Region,-
HOLLAND GROVE,"2,670,000","2,165.72","1,233",May-21,HOLLAND GROVE VIEW,Resale,Land,201.2,"13,270",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"50,000,000","20,049.03","2,494",May-21,DALVEY ESTATE,Resale,Land,"1,862.6","26,844",-,Detached House,1,Freehold,10,Core Central Region,-
SENNETT ESTATE,"2,310,000","1,500.5","1,539",May-21,MACPHERSON ROAD,Resale,Land,139.4,"16,571",-,Terrace House,1,Freehold,13,Rest of Central Region,-
HEETON CLASSIC,"3,442,000","2,342.25","1,470",May-21,THONG SOON GREEN,Resale,Land,217.6,"15,818",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,200,000","5,022.48","1,832",May-21,MERRYN ROAD,Resale,Land,466.6,"19,717",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,180,000","3,669.45","1,139",May-21,BEDOK ROAD,Resale,Land,340.9,"12,262",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"35,500,000","19,202.98","1,849",May-21,CABLE ROAD,Resale,Land,"1,784","19,899",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"24,800,000","13,308.61","1,863",May-21,TAN KIM CHENG ROAD,Resale,Land,"1,236.4","20,058",-,Detached House,1,Freehold,10,Core Central Region,-
PASIR RIS BEACH PARK,"2,280,000","2,400.37",950,May-21,PASIR RIS TERRACE,Resale,Land,223,"10,224",-,Terrace House,1,99 yrs lease commencing from 1978,18,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,301,000",883.72,"2,604",May-21,JALAN SETIA,Resale,Land,82.1,"28,027",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,233,000","3,546.74",912,May-21,JALAN ANGIN LAUT,Resale,Land,329.5,"9,812",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"12,130,000","6,560.66","1,849",May-21,BROADRICK ROAD,Resale,Land,609.5,"19,902",-,Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,950,000","2,312.11","2,141",May-21,LIM TAI SEE WALK,Resale,Land,214.8,"23,045",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"43,800,000","30,659.1","1,429",May-21,MOUNT ROSIE ROAD,Resale,Land,"2,848.3","15,378",-,Detached House,1,Freehold,11,Core Central Region,-
OPERA ESTATE,"3,458,888","3,258.26","1,062",May-21,TERANG BULAN AVENUE,Resale,Land,302.7,"11,427",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,390,000","3,819.07","1,673",May-21,KING'S ROAD,Resale,Land,354.8,"18,010",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SERANGOON GARDEN PARK,"3,400,000","3,304.55","1,029",May-21,JALAN PACHELI,Resale,Land,307,"11,075",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE RIVERINA,"1,750,000","1,614.6","1,084",May-21,RIVERINA VIEW,Resale,Land,150,"11,667",-,Terrace House,1,99 yrs lease commencing from 1996,18,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,320,000","2,496.17",929,May-21,EASTWOOD DRIVE,Resale,Land,231.9,"10,004",-,Semi-Detached House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"13,200,000","7,986.89","1,653",May-21,COVE DRIVE,Resale,Land,742,"17,790",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LUXUS HILLS,"3,300,000","1,614.6","2,044",May-21,SELETAR GREEN WALK,Resale,Land,150,"22,000",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,128,000","2,800.79","1,474",May-21,BURGHLEY DRIVE,Resale,Land,260.2,"15,865",-,Semi-Detached House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
HOCK SENG PARK,"7,000,000","3,191.53","2,193",May-21,JALAN JAMBU BATU,Resale,Land,296.5,"23,609",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"6,805,000","8,031.02",847,May-21,LICHFIELD ROAD,Resale,Land,746.1,"9,121",-,Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
EASTERN GROVE,"3,950,000","3,354.06","1,178",May-21,JALAN LIMAU MANIS,Resale,Land,311.6,"12,677",-,Terrace House,1,999 yrs lease commencing from 1878,16,Outside Central Region,-
WEST COAST GARDENS,"3,150,000","2,006.41","1,570",May-21,WEST COAST PLACE,Resale,Land,186.4,"16,899",-,Terrace House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,000,000","8,259.22","1,090",May-21,BRIGHTON CRESCENT,Resale,Land,767.3,"11,729",-,Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,380,000","1,625.36","2,080",May-21,NALLUR ROAD,Resale,Land,151,"22,384",-,Terrace House,1,Freehold,15,Outside Central Region,-
SELETAR HILLS ESTATE,"4,100,000","6,686.6",613,May-21,JALAN KECHUBONG,Resale,Land,621.2,"6,600",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
TAI KENG VILLAS,"1,980,000","1,614.6","1,226",May-21,JALAN KELICHAP,Resale,Land,150,"13,200",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,848,000","1,751.3","1,626",May-21,BRIGHTON CRESCENT,Resale,Land,162.7,"17,505",-,Terrace House,1,Freehold,19,Outside Central Region,-
PASIR RIS BEACH PARK,"2,790,000","2,400.37","1,162",May-21,PASIR RIS AVENUE,Resale,Land,223,"12,511",-,Terrace House,1,999 yrs lease commencing from 1874,18,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,860,000","1,627.52","2,372",May-21,TEMBELING ROAD,Resale,Land,151.2,"25,529",-,Terrace House,1,Freehold,15,Rest of Central Region,-
OPERA ESTATE,"4,600,000","2,999.93","1,533",May-21,TOSCA STREET,Resale,Land,278.7,"16,505",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
FULTON HILL,"4,150,000","2,675.93","1,551",May-21,FULTON AVENUE,Resale,Land,248.6,"16,693",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,280,000","3,299.17","1,904",May-21,GREENLEAF PLACE,Resale,Land,306.5,"20,489",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SEMBAWANG HILLS ESTATE,"3,600,000","1,952.59","1,844",May-21,JALAN CHEMPEDAK,Resale,Land,181.4,"19,846",-,Terrace House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,780,000","5,778.12",827,May-21,BEDOK GARDEN,Resale,Land,536.8,"8,905",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"1,900,000","1,500.5","1,266",May-21,NEMESU AVENUE,Resale,Land,139.4,"13,630",-,Terrace House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"15,000,000","7,694.11","1,950",May-21,NAMLY HILL,Resale,Land,714.8,"20,985",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","1,548.94","2,905",May-21,MAKEPEACE ROAD,Resale,Land,143.9,"31,272",-,Terrace House,1,Freehold,09,Core Central Region,-
VILLA VERDE,"1,560,000","1,666.27",936,May-21,VERDE PLACE,Resale,Land,154.8,"10,078",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
VILLA VERDE,"1,650,000","1,618.91","1,019",May-21,VERDE VIEW,Resale,Land,150.4,"10,971",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,138,000","2,964.41","1,059",May-21,COWDRAY AVENUE,Resale,Land,275.4,"11,394",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,800,000","3,459.55","1,098",May-21,LORONG PISANG EMAS,Resale,Land,321.4,"11,823",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,200,000","3,538.13","1,187",May-21,SOMMERVILLE WALK,Resale,Land,328.7,"12,778",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
VILLA VERDE,"1,930,000","2,652.25",728,May-21,VERDE VIEW,Resale,Land,246.4,"7,833",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,188,000","4,765.22","1,089",May-21,VALLEY ROAD,Resale,Land,442.7,"11,719",-,Detached House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"2,480,000","1,838.49","1,349",May-21,COLCHESTER GROVE,Resale,Land,170.8,"14,520",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
MUGLISTON HILL,"2,590,000","1,849.26","1,401",May-21,MUGLISTON PARK,Resale,Land,171.8,"15,076",-,Terrace House,1,999 yrs lease commencing from 1886,28,Outside Central Region,-
KISMIS RESIDENCES,"4,358,888","1,619.98","2,691",May-21,ENG KONG ROAD,Resale,Land,150.5,"28,963",-,Terrace House,1,Freehold,21,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"4,820,000","2,764.2","1,744",May-21,TAVISTOCK AVENUE,Resale,Land,256.8,"18,769",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
TEACHERS' HOUSING ESTATE,"3,100,000","2,385.3","1,300",May-21,LI PO AVENUE,Resale,Land,221.6,"13,989",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
ARDISIA GARDENS,"2,620,000","2,281.97","1,148",May-21,SERANGOON TERRACE,Resale,Land,212,"12,358",-,Terrace House,1,99 yrs lease commencing from 1993,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,800,000","4,651.12","1,247",May-21,LUDLOW PLACE,Resale,Land,432.1,"13,423",-,Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,650,000","6,939.55","1,102",May-21,WILTSHIRE ROAD,Resale,Land,644.7,"11,866",-,Detached House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,600,000","2,208.77","1,177",May-21,LANGSAT ROAD,Resale,Land,205.2,"12,671",-,Terrace House,1,Freehold,15,Rest of Central Region,-
ISLAND GARDENS,"3,200,000","2,138.81","1,496",May-21,ISLAND GARDENS WALK,Resale,Land,198.7,"16,105",-,Terrace House,1,Freehold,20,Rest of Central Region,-
SEMBAWANG HILLS ESTATE,"4,100,000","1,999.95","2,050",May-21,JALAN MENARONG,Resale,Land,185.8,"22,067",-,Terrace House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"13,800,000","6,230.2","2,215",May-21,FERNHILL CRESCENT,Resale,Land,578.8,"23,842",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,030,000","2,087.14","1,452",May-21,EVERITT ROAD,Resale,Land,193.9,"15,627",-,Terrace House,1,Freehold,15,Rest of Central Region,-
BUKIT LOYANG ESTATE,"3,100,000","3,332.53",930,May-21,JALAN KELEMPONG,Resale,Land,309.6,"10,013",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
MELODY VILLAS,"2,880,000","1,792.21","1,607",May-21,LENTOR WALK,Resale,Land,166.5,"17,297",-,Terrace House,1,Freehold,26,Outside Central Region,-
BURGUNDY HILL,"2,068,000","2,300.27",899,May-21,BURGUNDY CRESCENT,Resale,Land,213.7,"9,677",-,Semi-Detached House,1,99 yrs lease commencing from 1995,23,Outside Central Region,-
BANYAN PARK,"3,128,000","1,652.27","1,893",May-21,CHWEE CHIAN ROAD,Resale,Land,153.5,"20,378",-,Terrace House,1,Freehold,05,Rest of Central Region,-
SEMBAWANG HILLS ESTATE,"4,079,000","2,612.42","1,561",May-21,JALAN GELENGGANG,Resale,Land,242.7,"16,807",-,Terrace House,1,Freehold,20,Outside Central Region,-
SENNETT ESTATE,"2,880,000","2,036.55","1,414",May-21,BELIMBING AVENUE,Resale,Land,189.2,"15,222",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"4,200,000","4,253.93",987,May-21,CHISELHURST GROVE,Resale,Land,395.2,"10,628",-,Detached House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"12,900,128","8,378.7","1,540",May-21,TREASURE ISLAND,Resale,Land,778.4,"16,573",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"43,500,000","23,403.09","1,859",May-21,CHANCERY LANE,Resale,Land,"2,174.2","20,007",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"2,128,000","2,425.13",877,May-21,SUNBIRD CIRCLE,Resale,Land,225.3,"9,445",-,Semi-Detached House,1,99 yrs lease commencing from 1992,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,800,000","1,501.58","1,865",May-21,JALAN TERUBOK,Resale,Land,139.5,"20,072",-,Terrace House,1,Freehold,20,Rest of Central Region,-
TEACHERS' HOUSING ESTATE,"4,880,000","2,491.87","1,958",May-21,KALIDASA AVENUE,Resale,Land,231.5,"21,080",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,500,000","2,096.83","1,192",May-21,MACPHERSON ROAD,Resale,Land,194.8,"12,834",-,Terrace House,1,Freehold,13,Rest of Central Region,-
MACPHERSON GARDEN ESTATE,"1,580,000",921.4,"1,715",May-21,JALAN GEMBIRA,Resale,Land,85.6,"18,458",-,Terrace House,1,Freehold,13,Rest of Central Region,-
